Institution	Category	Area	Value
University of Manchester	History of Philosophy	American Pragmatism	
University of Manchester	Other Areas	Feminist Philosophy	
University of Manchester	Other Areas	Chinese Philosophy	
University of Manchester	Other Areas	Philosophy of Race	
University of Maryland, College Park	Metaphysics & Epistemology	Philosophy of Language	3
University of Maryland, College Park	Metaphysics & Epistemology	Philosophy of Mind	3
University of Maryland, College Park	Metaphysics & Epistemology	Metaphysics	
University of Maryland, College Park	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Maryland, College Park	Metaphysics & Epistemology	Philosophical Logic	2
University of Maryland, College Park	Metaphysics & Epistemology	Philosophy of Action	
University of Maryland, College Park	Metaphysics & Epistemology	Philosophy of Religion	
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	2
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	4
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Maryland, College Park	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Maryland, College Park	Theory of Value	Normative Ethics	4
University of Maryland, College Park	Theory of Value	Metaethics & Moral Psychology	
University of Maryland, College Park	Theory of Value	Applied Ethics	4
University of Maryland, College Park	Theory of Value	Political Philosophy	
University of Maryland, College Park	Theory of Value	Philosophy of Law	
University of Maryland, College Park	Theory of Value	Philosophy of Art	
University of Maryland, College Park	History of Philosophy	Acnient Philosophy	
University of Maryland, College Park	History of Philosophy	Medieval Philosophy	
University of Maryland, College Park	History of Philosophy	Early Modern: 17th Century	
University of Maryland, College Park	History of Philosophy	Early Modern: 18th Century	
University of Maryland, College Park	History of Philosophy	Kant	
University of Maryland, College Park	History of Philosophy	19th Century Continental	
University of Maryland, College Park	History of Philosophy	20th Century Continental	
University of Maryland, College Park	History of Philosophy	History of Analytic	
University of Maryland, College Park	History of Philosophy	American Pragmatism	
University of Maryland, College Park	Other Areas	Feminist Philosophy	2
University of Maryland, College Park	Other Areas	Chinese Philosophy	
University of Maryland, College Park	Other Areas	Philosophy of Race	
University of Massachusetts, Amherst	Metaphysics & Epistemology	Philosophy of Language	4
University of Massachusetts, Amherst	Metaphysics & Epistemology	Philosophy of Mind	4
University of Massachusetts, Amherst	Metaphysics & Epistemology	Metaphysics	3
University of Massachusetts, Amherst	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Massachusetts, Amherst	Metaphysics & Epistemology	Philosophical Logic	3
University of Massachusetts, Amherst	Metaphysics & Epistemology	Philosophy of Action	
University of Massachusetts, Amherst	Metaphysics & Epistemology	Philosophy of Religion	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Massachusetts, Amherst	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Massachusetts, Amherst	Theory of Value	Normative Ethics	
University of Massachusetts, Amherst	Theory of Value	Metaethics & Moral Psychology	4
University of Massachusetts, Amherst	Theory of Value	Applied Ethics	
University of Massachusetts, Amherst	Theory of Value	Political Philosophy	
University of Massachusetts, Amherst	Theory of Value	Philosophy of Law	
University of Massachusetts, Amherst	Theory of Value	Philosophy of Art	
University of Massachusetts, Amherst	History of Philosophy	Acnient Philosophy	
University of Massachusetts, Amherst	History of Philosophy	Medieval Philosophy	
University of Massachusetts, Amherst	History of Philosophy	Early Modern: 17th Century	5
University of Massachusetts, Amherst	History of Philosophy	Early Modern: 18th Century	
University of Massachusetts, Amherst	History of Philosophy	Kant	
University of Massachusetts, Amherst	History of Philosophy	19th Century Continental	
University of Massachusetts, Amherst	History of Philosophy	20th Century Continental	
University of Massachusetts, Amherst	History of Philosophy	History of Analytic	3
University of Massachusetts, Amherst	History of Philosophy	American Pragmatism	
University of Massachusetts, Amherst	Other Areas	Feminist Philosophy	
University of Massachusetts, Amherst	Other Areas	Chinese Philosophy	
University of Massachusetts, Amherst	Other Areas	Philosophy of Race	
University of Melbourne	Metaphysics & Epistemology	Philosophy of Language	
University of Melbourne	Metaphysics & Epistemology	Philosophy of Mind	
University of Melbourne	Metaphysics & Epistemology	Metaphysics	
University of Melbourne	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Melbourne	Metaphysics & Epistemology	Philosophical Logic	
University of Melbourne	Metaphysics & Epistemology	Philosophy of Action	
University of Melbourne	Metaphysics & Epistemology	Philosophy of Religion	
University of Melbourne	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Melbourne	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Melbourne	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Melbourne	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Melbourne	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Melbourne	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Melbourne	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Melbourne	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Melbourne	Theory of Value	Normative Ethics	
University of Melbourne	Theory of Value	Metaethics & Moral Psychology	4
University of Melbourne	Theory of Value	Applied Ethics	
University of Melbourne	Theory of Value	Political Philosophy	
University of Melbourne	Theory of Value	Philosophy of Law	
University of Melbourne	Theory of Value	Philosophy of Art	
University of Melbourne	History of Philosophy	Acnient Philosophy	
University of Melbourne	History of Philosophy	Medieval Philosophy	
University of Melbourne	History of Philosophy	Early Modern: 17th Century	
University of Melbourne	History of Philosophy	Early Modern: 18th Century	
University of Melbourne	History of Philosophy	Kant	
University of Melbourne	History of Philosophy	19th Century Continental	
University of Melbourne	History of Philosophy	20th Century Continental	
University of Melbourne	History of Philosophy	History of Analytic	
University of Melbourne	History of Philosophy	American Pragmatism	
University of Melbourne	Other Areas	Feminist Philosophy	
University of Melbourne	Other Areas	Chinese Philosophy	
University of Melbourne	Other Areas	Philosophy of Race	
University of Miami	Metaphysics & Epistemology	Philosophy of Language	4
University of Miami	Metaphysics & Epistemology	Philosophy of Mind	4
University of Miami	Metaphysics & Epistemology	Metaphysics	
University of Miami	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	4
University of Miami	Metaphysics & Epistemology	Philosophical Logic	
University of Miami	Metaphysics & Epistemology	Philosophy of Action	
University of Miami	Metaphysics & Epistemology	Philosophy of Religion	
University of Miami	Philosophy of the Sciences and Mathematics	General Philosophy of Science	5
University of Miami	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Miami	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Miami	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Miami	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	4
University of Miami	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Miami	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Miami	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Miami	Theory of Value	Normative Ethics	4
University of Miami	Theory of Value	Metaethics & Moral Psychology	
University of Miami	Theory of Value	Applied Ethics	4
University of Miami	Theory of Value	Political Philosophy	
University of Miami	Theory of Value	Philosophy of Law	
University of Miami	Theory of Value	Philosophy of Art	
University of Miami	History of Philosophy	Acnient Philosophy	
University of Miami	History of Philosophy	Medieval Philosophy	
University of Miami	History of Philosophy	Early Modern: 17th Century	
University of Miami	History of Philosophy	Early Modern: 18th Century	
University of Miami	History of Philosophy	Kant	
